happylife,obama,democratic,republican,supremecourt,africandisc,hispanicdisc,discgaylesbian ,discwomen,discmuslimam,finances,gaymarriage,gayadaptchild,howoftenvote,party,ideology,gender,maritalstatus,martialstatusr,sexualorientation,transgender,lgbtstatus,agelgbtdoubt,agelgbtsure,friendlgbt,toldmomlgbt,difficultmom,aftertoldmom,tolddadlgbt,difficultdad,aftertolddad,toldfriendlgbt,agecategory,agecategoryr,education,educationr,ethnicity,householdhead,householdsize,residence,income2012,religion,religionimportance,christian,lgbtproblems,lgbtsocialacceptance,lgbtacceptancetenyearsago,lgbttenyearsfromnow,lgbtdemocrat,lgbtrepublican,lgbtobama,lgbtentertainment,lgbtmedia,lgbtprofsport,lgbtmilitrary,\lgbtfriendly,lgbtfriendlyp,lgbtacceptone,lgbtaccepttwo,lgbtacceptthree,lgbtacceptfour,lgbtacceptfive,lgbtacceptsix,lgbtaccepttotal,lgbtacceptp,gaysocaccept,lesbiansocaccept,bimensocaccept,biwomensocaccept,transgendersocacc,lgbtsocaccepttotal,lgbtsocacceptp,lgbtfriendly1,lgbtfriendly2,lgbtfriendly2,lgbtfriendly4,lgbtfriendly5,lgbtfriendly6,lgbtfriendlytotal,lgbtfriendlytotalp,religeousconflict,religeousconflictlevel,lgbtaccepttown,livelgbtneighborhood,closefriendlgbt,lgbtpolicy1,lgbtpolicy2,lgbtpolicy3,lgbtpolicy4,lgbtpolicy5,lgbtpolicy6,lgbtpolicy7,lgbtpolicytotal,lgbtpolicyp,physicalattack,slursjokes,poorservice,churchunwelcome,unfairemployment,rejectfamily,lgbtdiscrimination,lgbtdiscriminationp,lgbtsuppoort1,lgbtsupport2,lgbtsupport3,lgbtsupport4,lgbtsupport5,lgbtsupport6,lgbtsupporttotal,lgbtsupportp,lgbtsocialnetwork,reveallgbtsocialnetwork,liketomarry,relationtype,legalcivilunion,childguardian,havechildunder18,spousechildrenunder18,childinyourhome,liketohavechild,employment,workplaceacceptance,workplaceknoworientation,Usborn,minorinhousehold
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,democrat,moderate,female,living with partner,living with partner,lesbian,no,females,9,22,22,yes,yes,no change,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,fifty to seventy five,catholic,very important,yes,discrimination,only a little,none at all,none at all,3,1,3,3,1,1,1,13,43,3,3,3,3,3,2,17,92,2,3,2,2,1,10,50,1,1,3,1,1,3,10,33,no,NA,a lot,no,all or most,1,2,2,2,2,2,2,13,29,2,3,3,2,3,2,15,75,3,2,2,2,2,3,14,67,not regularly,NA,yes,NA,no,no,NA,no,NA,no,part time,somewhat accepting,most or all,yes,no
not too happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,independent,moderate,female,never married,alone,bisexual,no,mostly males,8,12,16,yes,yes,no change,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,bachelor or higher,bachelor or higher,NA,yes,3,own,twenty to thirty,agnostic,not at all mportant,NA,discrimination,only a little,only a little,none at all,3,1,3,2,2,1,1,13,43,3,3,3,3,3,2,17,92,2,2,1,1,1,7,20,1,1,1,1,1,1,6,0,no,NA,some,no,a few,1,1,1,1,1,1,1,7,0,1,2,1,1,1,1,7,8,1,1,1,1,3,1,8,17,not regularly,no,no,NA,NA,yes,yes,NA,yes,NA,full time,very accepting,none,yes,yes
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,poor,strongly oppose,strongly oppose,nearly always,democrat,liberal,female,divorced,alone,trans gender,yes,mostly males,NA,4,40,yes,yes,no change,yes,yes,no change,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,less than twenty,agnostic,somewhat important,NA,legal rights,none at all,none at all,only a little,3,1,2,3,3,1,1,14,50,3,3,3,3,3,1,16,83,3,1,2,1,3,10,50,1,1,2,1,1,3,9,25,no,NA,a lot,yes,some,1,2,2,1,2,2,1,11,19,1,2,2,1,1,2,9,25,3,2,3,3,2,3,16,83,NA,yes,yes,NA,NA,no,NA,NA,NA,NA,unemployed,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, a lot, some,good,strongly oppose,strongly oppose,always,democrat,moderate,male,living with partner,living with partner,gay,no,males,12,15,16,yes,no,no change,yes,no,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,no,2,own,more than hundred fifty,protestant,not at all mportant,NA,discrimination,only a little,none at all,none at all,3,2,3,3,3,1,2,17,71,3,3,3,3,3,2,17,92,3,3,3,3,3,15,100,1,2,2,1,1,1,8,17,no,NA,a little,no,a few,2,2,2,1,2,2,2,13,29,2,2,1,1,1,1,8,17,1,2,2,2,2,2,11,42,not regularly,yes,not sure,NA,no,no,NA,no,NA,no,full time,very accepting,most or all,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,divorced,alone,lesbian,no,females,31,31,37,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,agnostic,not at all mportant,NA,marital rights,none at all,none at all,none at all,3,1,3,3,3,1,3,17,71,3,3,3,2,3,1,15,75,3,3,2,2,1,11,60,1,1,1,1,1,3,8,17,no,NA,some,no,a few,1,1,1,1,1,1,1,7,0,1,1,1,1,1,NA,NA,NA,2,3,3,1,2,3,14,67,not regularly,NA,no,NA,NA,no,NA,NA,NA,NA,part time,not so  accepting,none,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, a lot, a lot,poor,strongly oppose,oppose,nearly always,independent,moderate,female,never married,alone,lesbian,no,females,22,NA,50,NA,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,forty to fifty,catholic,not too  important,NA,discrimination,only a little,only a little,only a little,2,1,2,3,2,1,1,12,36,3,2,2,2,3,1,13,58,3,2,1,1,1,8,30,1,1,1,1,1,1,6,0,yes,a lot,a lot,no,a few,1,1,2,2,1,2,1,10,14,1,2,1,1,2,1,8,17,1,2,1,1,2,1,8,17,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,NA,unemployed,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,excellent,strongly oppose,strongly oppose,nearly always,independent,moderate,male,married,married,bisexual,no,females,20,NA,NA,no,NA,NA,no,NA,NA,no,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,more than hundred fifty,agnostic,not at all mportant,NA,discrimination,only a little,only a little,none at all,3,1,3,3,3,1,2,16,64,2,2,3,2,3,2,14,67,3,3,2,3,2,13,80,1,2,2,1,1,NA,NA,NA,no,NA,a little,yes,a few,1,1,2,2,1,2,2,11,19,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,yes,NA,legally married,NA,yes,no,no,NA,NA,full time,very accepting,none,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,living with partner,living with partner,lesbian,no,females,23,27,35,yes,yes,stronger,yes,yes,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,protestant,somewhat important,NA,discrimination,only a little,none at all,none at all,3,1,3,3,3,2,1,16,64,3,3,3,3,3,2,17,92,3,3,3,3,2,14,90,1,2,3,1,1,3,11,42,no,NA,some,no,a few,1,2,2,2,1,2,2,12,24,1,1,2,2,2,2,10,33,3,3,3,1,1,3,14,67,not regularly,yes,yes,NA,no,yes,no,no,NA,NA,full time,very accepting,a few,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, a lot,good,strongly oppose,strongly oppose,always,independent,liberal,male,never married,alone,bisexual,no,females,10,14,22,no,NA,NA,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,NA,yes,3,own,thirty to forty,agnostic,not at all mportant,NA,bullying,only a little,none at all,none at all,2,1,2,3,2,2,2,14,50,3,2,2,3,3,1,14,67,2,1,3,1,2,9,40,1,1,2,1,1,1,7,8,no,NA,a lot,yes,a few,1,2,2,2,2,1,2,12,24,2,2,1,1,1,1,8,17,2,1,1,1,1,3,9,25,not regularly,yes,yes,NA,NA,no,NA,NA,NA,yes,full time,very accepting,none,yes,yes
happy,very unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, some,good,strongly oppose,strongly oppose,always,democrat,very liberal,female,never married,alone,bisexual,no,males and females,7,12,28,yes,no,stronger,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,yes,2,own,twenty to thirty,agnostic,not at all mportant,NA,NA,only a little,only a little,none at all,3,1,3,3,2,1,1,14,50,3,3,3,3,3,3,18,100,3,3,1,1,1,9,40,1,1,2,1,1,1,7,8,no,NA,none,no,some,2,2,2,1,2,2,2,13,29,1,2,1,2,2,2,10,33,3,3,3,3,3,3,18,100,regularly,yes,yes,NA,NA,no,NA,NA,NA,no,full time,not at all accepting,a few,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,excellent,strongly oppose,strongly oppose,always,democrat,liberal,male,living with partner,living with partner,gay,no,mostly males,13,33,34,yes,no,no change,yes,no,no change,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,protestant,very important,NA,legal rights,only a little,none at all,none at all,3,1,3,3,3,1,3,17,71,3,3,3,3,3,3,18,100,3,3,3,3,2,14,90,1,1,2,1,1,1,7,8,no,NA,a lot,yes,all or most,1,1,1,2,2,1,2,10,14,1,2,1,2,1,1,8,17,3,3,3,3,3,3,18,100,regularly,yes,not sure,NA,yes,yes,yes,NA,yes,NA,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,independent,moderate,male,never married,alone,gay,no,males,16,21,40,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,thirty to forty,protestant,not at all mportant,NA,sterotyping,only a little,none at all,none at all,2,1,3,3,2,1,1,13,43,3,2,3,3,3,2,16,83,3,3,3,3,2,14,90,1,1,2,1,1,3,9,25,no,NA,some,no,all or most,1,2,2,1,2,1,2,11,19,1,1,1,1,1,1,6,0,1,2,2,1,2,1,9,25,not regularly,NA,not sure,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,independent,moderate,female,married,married,bisexual,no,males and females,13,14,14,yes,yes,no change,yes,yes,no change,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,yes,3,own,twenty to thirty,other,very important,no,sterotyping,only a little,none at all,none at all,3,1,3,2,2,2,3,16,64,3,2,3,3,3,2,16,83,3,2,2,3,2,12,70,1,1,1,1,1,1,6,0,no,NA,some,no,some,2,1,2,2,1,2,2,12,24,2,2,2,2,2,2,12,50,1,1,2,1,1,1,7,8,not regularly,no,NA,legally married,NA,yes,yes,NA,yes,NA,part time,very accepting,a few,yes,yes
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,only fair,strongly oppose,strongly oppose,sometimes,democrat,liberal,female,living with partner,living with partner,bisexual,no,males and females,13,14,14,yes,no,weaker,yes,no,no change,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,white,yes,3,own,less than twenty,nothing,not at all mportant,no,religeous rights,only a little,only a little,none at all,3,1,1,3,2,3,1,14,50,3,2,3,3,3,3,17,92,2,3,2,3,2,12,70,1,1,1,1,1,1,6,0,no,NA,a little,no,some,1,1,1,2,1,1,2,9,10,1,3,2,3,1,2,12,50,1,2,2,1,2,1,9,25,regularly,yes,not sure,NA,no,no,NA,yes,yes,yes,part time,not so  accepting,a few,yes,yes
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, some, a lot, a lot,good,oppose,NA,always,independent,moderate,female,living with partner,living with partner,bisexual,no,mostly males,15,NA,16,yes,no,no change,no,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,no,3,own,less than twenty,nothing,not at all mportant,no,legal rights,none at all,none at all,none at all,3,1,3,3,1,2,2,15,57,3,3,3,3,3,2,17,92,3,1,2,3,2,11,60,1,3,1,1,3,1,10,33,no,NA,some,no,some,1,1,1,2,1,2,1,9,10,1,1,1,1,1,1,6,0,1,2,3,1,1,1,9,25,regularly,NA,not sure,NA,no,no,NA,no,NA,not sure,unemployed,NA,NA,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,oppose,oppose,sometimes,independent,moderate,female,married,married,bisexual,no,mostly males,18,19,19,no,NA,NA,no,NA,NA,yes,eighteen to twenty four,eighteen to twenty four,some college,some college,white,no,2,NA,twenty to thirty,nothing,not too  important,yes,sterotyping,only a little,only a little,only a little,1,1,1,1,3,2,1,10,21,3,2,3,3,2,3,16,83,3,3,3,3,3,15,100,2,2,2,2,2,2,12,50,no,NA,some,no,some,1,2,2,2,2,2,1,12,24,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,yes,NA,legally married,NA,yes,yes,NA,yes,NA,part time,somewhat accepting,a few,yes,yes
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, a lot, a lot, some, a lot,only fair,strongly oppose,strongly oppose,seldom,independent,very liberal,female,living with partner,living with partner,bisexual,no,mostly males,13,15,15,yes,no,no change,NA,NA,NA,yes,twenty five to thirty four,twenty five to thirty four,some college,some college,white,yes,5,own,less than twenty,agnostic,not at all mportant,NA,discrimination,only a little,only a little,only a little,2,1,1,3,1,1,1,10,21,1,1,1,1,1,1,6,0,2,2,2,2,2,10,50,1,1,1,1,1,1,6,0,no,NA,none,no,some,2,2,1,1,1,2,2,11,19,3,2,1,2,1,1,10,33,1,2,1,2,1,1,8,17,regularly,yes,yes,NA,yes,yes,yes,NA,yes,NA,unemployed,NA,NA,yes,yes
happy,mostly unfavorable,very unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, a lot, a lot,good,strongly oppose,strongly oppose,always,independent,moderate,male,living with partner,living with partner,gay,no,mostly males,6,21,18,yes,yes,stronger,yes,yes,grew stronger,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,forty to fifty,nothing,not too  important,no,religeous rights,only a little,none at all,only a little,2,1,2,1,1,1,1,9,14,3,2,3,3,3,2,16,83,3,3,3,3,2,14,90,1,2,3,1,1,1,9,25,yes,a lot,a lot,yes,some,2,2,2,1,2,2,2,13,29,2,2,1,2,1,2,10,33,1,3,2,1,2,1,10,33,not regularly,no,not sure,NA,no,no,NA,no,NA,not sure,full time,very accepting,most or all,yes,no
not too happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, a lot, some, some, some, a lot,good,oppose,strongly oppose,always,democrat,liberal,male,married,married,bisexual,no,mostly males,17,NA,NA,no,NA,NA,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,2,own,hundred to hundred fifty,protestant,very important,NA,acceptance,only a little,none at all,none at all,3,1,3,3,3,2,2,17,71,3,NA,3,3,3,3,NA,NA,3,NA,3,3,3,NA,NA,1,3,2,1,NA,2,NA,NA,yes,a little,none,no,some,2,2,2,1,NA,2,NA,NA,NA,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,no,NA,legally married,NA,yes,no,no,NA,NA,full time,very accepting,some,yes,no
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, some, a lot, a lot,only fair,strongly oppose,strongly oppose,nearly always,democrat,moderate,female,never married,alone,lesbian,no,females,11,16,16,yes,yes,weaker,no,NA,NA,yes,forty five to fifty four,forty five to fifty four,bachelor or higher,bachelor or higher,white,yes,2,own,thirty to forty,nothing,not too  important,no,religeous rights,only a little,none at all,none at all,3,1,3,3,2,2,1,15,57,2,3,3,2,3,NA,NA,NA,3,3,3,1,2,12,70,1,1,2,1,1,2,8,17,yes,a little,some,no,some,1,2,2,2,2,2,2,13,29,2,3,2,2,3,2,14,67,2,2,3,2,3,3,15,75,not regularly,yes,yes,NA,NA,yes,yes,NA,yes,NA,full time,not so  accepting,some,yes,yes
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, some, some, some,only fair,oppose,oppose,nearly always,republican,very conservative,female,divorced,alone,lesbian,no,mostly females,18,30,30,yes,yes,weaker,yes,yes,grew weaker,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,thirty to forty,protestant,very important,NA,acceptance,only a little,only a little,only a little,2,2,2,2,2,1,2,13,43,2,2,2,2,2,1,11,42,2,2,2,2,2,10,50,2,2,2,2,2,2,12,50,yes,a little,a little,no,all or most,2,2,2,2,2,2,2,14,33,1,2,2,1,2,1,9,25,1,1,1,1,1,1,6,0,not regularly,no,no,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, a lot,excellent,strongly oppose,strongly oppose,always,democrat,liberal,male,never married,alone,gay,no,males,12,23,23,yes,yes,no change,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,Hispanic,yes,2,own,fifty to seventy five,other,very important,no,religeous rights,only a little,none at all,only a little,3,1,2,3,2,1,2,14,50,3,3,3,3,2,2,16,83,3,3,2,3,2,13,80,1,1,2,1,1,2,8,17,no,NA,some,no,all or most,1,1,1,1,2,2,2,10,14,2,3,3,2,2,1,13,58,3,3,3,3,2,2,16,83,not regularly,yes,yes,NA,NA,no,NA,NA,NA,NA,full time,very accepting,#NAME?,yes,no
happy,very unfavorable,very unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,poor,oppose,oppose,always,independent,liberal,female,divorced,alone,bisexual,no,males,26,35,38,NA,NA,NA,no,NA,NA,yes,thirty five to fourty four,thirty five to fourty four,some college,some college,NA,yes,3,own,thirty to forty,nothing,not at all mportant,yes,bullying,only a little,only a little,only a little,2,2,2,2,2,1,1,12,36,3,1,2,2,2,2,12,50,1,1,2,2,1,7,20,1,1,1,1,1,1,6,0,yes,a little,a little,no,a few,1,2,1,2,2,2,1,11,19,1,1,1,1,1,1,6,0,1,1,1,2,2,1,8,17,not regularly,no,not sure,NA,NA,yes,yes,NA,yes,NA,full time,not so  accepting,none,yes,yes
not too happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, some, a lot, some, some,good,strongly oppose,strongly oppose,always,democrat,moderate,female,living with partner,living with partner,lesbian,no,mostly females,20,40,NA,NA,NA,NA,NA,NA,NA,yes,seventy five plus,sixty five plus,bachelor or higher,bachelor or higher,Hispanic,yes,2,own,more than hundred fifty,catholic,somewhat important,NA,sterotyping,only a little,only a little,only a little,3,2,3,3,2,2,2,17,71,2,3,3,2,3,2,15,75,3,3,2,2,2,12,70,3,1,3,1,2,1,11,42,no,NA,some,no,none,1,2,2,1,2,2,2,12,24,1,1,1,1,1,1,6,0,1,2,3,1,1,1,9,25,not regularly,no,yes,NA,yes,yes,no,no,NA,NA,part time,very accepting,some,yes,no
happy,very unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, some, some, a lot, some, some,good,strongly oppose,strongly oppose,always,democrat,liberal,male,divorced,alone,gay,no,mostly males,12,35,35,yes,yes,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,nothing,not too  important,yes,legal rights,only a little,none at all,none at all,3,1,3,3,2,2,2,16,64,3,2,3,2,3,2,15,75,3,3,3,3,2,14,90,2,1,2,1,1,2,9,25,no,NA,some,no,some,1,1,1,1,1,2,2,9,10,2,2,2,1,1,2,10,33,2,1,1,2,1,3,10,33,not regularly,yes,not sure,NA,NA,yes,no,NA,NA,NA,full time,very accepting,most or all,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, some, some,only fair,strongly oppose,strongly oppose,nearly always,democrat,very liberal,male,never married,alone,gay,no,males,15,20,20,yes,yes,no change,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,1,own,twenty to thirty,nothing,not at all mportant,yes,discrimination,none at all,none at all,none at all,3,1,3,3,3,1,2,16,64,3,3,3,3,3,3,18,100,1,1,1,1,3,7,20,1,1,2,1,1,1,7,8,no,NA,some,yes,all or most,2,2,2,2,2,2,2,14,33,1,2,1,NA,1,2,NA,NA,1,3,3,2,2,1,12,50,not regularly,NA,yes,NA,NA,no,NA,NA,NA,NA,part time,very accepting,most or all,yes,no
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,mostly unfavorable, a lot, a lot, a lot, some, a lot,only fair,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,lesbian,no,females,11,18,18,NA,NA,NA,yes,yes,no change,yes,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,nothing,not at all mportant,no,discrimination,only a little,only a little,only a little,3,1,3,3,2,1,1,14,50,3,3,3,3,2,2,16,83,1,3,1,3,2,10,50,1,1,2,1,1,2,8,17,no,NA,a lot,no,some,1,1,1,1,1,2,2,9,10,2,2,2,1,1,1,9,25,2,2,2,2,2,3,13,58,not regularly,yes,yes,NA,NA,yes,no,NA,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, some, a lot, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,male,living with partner,living with partner,gay,no,males,14,19,22,no,NA,NA,no,NA,NA,yes,fifty five to sixty four,fifty five to sixty four,some college,some college,white,yes,2,own,more than hundred fifty,nothing,not at all mportant,yes,bullying,none at all,none at all,none at all,3,1,3,3,2,1,2,15,57,3,2,3,3,3,1,15,75,1,1,1,1,2,6,10,1,1,1,1,1,1,6,0,no,NA,a lot,no,a few,1,1,1,2,2,2,2,11,19,2,2,3,3,1,2,13,58,2,3,2,3,3,2,15,75,regularly,yes,yes,NA,no,no,NA,no,NA,NA,retired,NA,NA,yes,no
happy,mostly unfavorable,very unfavorable,very unfavorable,very unfavorable, some, a lot, some, some, a lot,good,strongly oppose,strongly oppose,always,democrat,liberal,female,never married,alone,lesbian,NA,females,18,21,35,yes,yes,no change,no,NA,NA,yes,sixty five to seventy four,sixty five plus,bachelor or higher,bachelor or higher,white,yes,1,own,fifty to seventy five,catholic,not too  important,NA,NA,only a little,none at all,none at all,3,1,3,3,3,2,2,17,71,3,2,2,2,2,2,13,58,3,3,3,3,3,15,100,3,1,3,1,1,2,11,42,yes,a lot,some,no,a few,1,1,2,2,2,2,1,11,19,1,1,1,1,1,2,7,8,2,2,2,2,3,3,14,67,not regularly,NA,no,NA,NA,no,NA,NA,NA,NA,retired,NA,NA,yes,no
not too happy,very unfavorable,mostly unfavorable,mostly unfavorable,very unfavorable, some, some, some, some, some,good,strongly oppose,strongly oppose,always,republican,conservative,female,living with partner,living with partner,lesbian,no,females,15,19,NA,no,NA,NA,no,NA,NA,no,thirty five to fourty four,thirty five to fourty four,bachelor or higher,bachelor or higher,white,yes,4,own,hundred to hundred fifty,other,not too  important,NA,legal rights,none at all,none at all,none at all,2,2,2,3,3,2,2,16,64,3,2,2,3,2,2,14,67,3,1,2,2,2,10,50,2,2,2,1,2,2,11,42,no,NA,a lot,no,a few,1,1,2,2,1,2,2,11,19,1,1,2,1,1,1,7,8,1,1,1,2,2,1,8,17,not regularly,yes,yes,NA,yes,no,NA,yes,yes,no,full time,very accepting,most or all,yes,yes
not too happy,mostly unfavorable,mostly unfavorable,very unfavorable,very unfavorable, some, a lot, a lot, some, a lot,good,strongly oppose,oppose,always,independent,moderate,male,married,married,bisexual,no,mostly males,10,NA,NA,no,NA,NA,no,NA,NA,no,fifty five to sixty four,fifty five to sixty four,bachelor or higher,bachelor or higher,white,yes,2,own,seventy five to hundred,protestant,somewhat important,NA,sterotyping,only a little,none at all,none at all,3,1,3,3,2,1,1,14,50,3,2,2,2,3,1,13,58,3,3,2,2,2,12,70,1,1,1,1,1,2,7,8,no,NA,a little,no,a few,2,1,2,2,1,2,2,12,24,1,1,1,1,1,1,6,0,1,1,1,1,1,1,6,0,not regularly,NA,NA,legally married,NA,yes,no,no,NA,NA,retired,NA,NA,yes,no
